"title","is_cancer"
"Interactive cellular proteins related to classical swine fever virus non-structure protein 2 by yeast two-hybrid analysis.",true
"Will a peripheral blood (PB) sample yield the same diagnostic and prognostic cytogenetic data as the concomitant bone marrow (BM) in myelodysplasia?",true
"New role of antibody in bacterial isolation.",true
"Polyfunctional responses by human T cells result from sequential release of cytokines.",true
"Problem of foreign body in GI tract.",true
"A dynamical systems model for combinatorial cancer therapy enhances oncolytic adenovirus efficacy by MEK-inhibition.",true
"Prenatal presentation of a metastasizing rhabdoid tumor with homozygous deletion of the SMARCB1 gene.",true
"Modeling the Drosophila melanogaster circadian oscillator via phase optimization.",true
"Synchrony and entrainment properties of robust circadian oscillators.",true
"Introduction to Section II: RNA Methods to Approach CFTR Expression.",false
"Quantitative performance metrics for robustness in circadian rhythms.",true
"Crystal structure of a type II dehydroquinate dehydratase-like protein from Bifidobacterium longum.",true
"Immunodeficiency-associated lymphoid proliferations (ALPS, HIV, and KSHV/HHV8).",true
"Androgen receptor-independent function of FoxA1 in prostate cancer metastasis.",true
"Assessment of Advanced Gastric Cancer Management in the United States.",true
"FIH-1/c-kit signaling: a novel contributor to corneal epithelial glycogen metabolism.",true
"Expression Profiling of Nuclear Receptors Identifies Key Roles of NR4A Subfamily in Uterine Fibroids.",true
"Rehospitalization in the first year of traumatic spinal cord injury after discharge from medical rehabilitation.",true
"Relation Between Inpatient and Postdischarge Services and Outcomes 1 Year Postinjury in People With Traumatic Spinal Cord Injury.",true
"Using Individual Growth Curve Models to Predict Recovery and Activities of Daily Living After Spinal Cord Injury: An SCIRehab Project Study.",true
"Group therapy utilization in inpatient spinal cord injury rehabilitation.",true
"Peripheral arterial disease in women.",true
"Bio-Inspired Carbon Nanotube-Polymer Composite Yarns with Hydrogen Bond-Mediated Lateral Interactions.",true
"Molecular profiling in non-small cell lung cancer: a step toward personalized medicine.",true
"Next generation of mammalian target of rapamycin inhibitors for the treatment of cancer.",true
"Binding to F-actin guides cadherin cluster assembly, stability, and movement.",true
"Differential diagnosis of renal tumors with clear cytoplasm: clinical relevance of renal tumor subclassification in the era of targeted therapies and personalized medicine.",true
"Balancing the Risks and Benefits of Oxygen Therapy in Critically III Adults.",true
"Cell-free protein synthesis: Applications come of age.",true
"Central Pathology Review for Phase III Clinical Trials: The Enabling Effect of Virtual Microscopy.",true
"Ductal carcinoma in situ of the breast: current concepts and future directions.",true
"3-Hydroxypyridin-2-thione as Novel Zinc Binding Group for Selective Histone Deacetylase Inhibition.",true
"A conserved role for human nup98 in altering chromatin structure and promoting epigenetic transcriptional memory.",true
"Engaging Patients in Eczema Care From Planning Through Implementation : Comment on ""Improving Patient Education With an Eczema Action Plan""",true
"Spreading of a Prion Domain from Cell-to-Cell by Vesicular Transport in Caenorhabditis elegans.",true
"Results from the First Decade of Research Conducted by the Research on Adverse Drug Events and Reports (RADAR) Project.",true
"Association of pediatric psoriasis severity with excess and central adiposity: an international cross-sectional study.",true
"Introducing Misha Rosenbach, MD, Section Editor for JAMA Dermatology Patient Page.",true
"Melanoma Simulation Model: Promoting Opportunistic Screening and Patient Counseling.",true
"Direct Exfoliation of Graphite to Graphene in Aqueous Media with Diazaperopyrenium Dications.",true
"Association of raw fruit and fruit juice consumption with blood pressure: the INTERMAP Study.",true
"Did the PREDIMED trial test a Mediterranean diet?",true
"Perceptions of Patient-Provider Communication in Breast and Cervical Cancer-Related Care: A Qualitative Study of Low-Income English- and Spanish-Speaking Women.",true
"A novel syndrome of congenital sideroblastic anemia, B cell immunodeficiency, periodic fevers and developmental delay (SIFD).",true
"Overcoming Specialty Bias: Another Important Reason for Multidisciplinary Management of Soft Tissue Sarcoma Comment on ""Influence of Physician Specialty on Treatment Recommendations in the Multidisciplinary Management of Soft Tissue Sarcoma of the Extremities""",true
"Metabolic perturbation of an essential pathway: evaluation of a glycine precursor of Coenzyme A.",true
"Materials science: The same, but better.",true
"nab-Paclitaxel for first-line treatment of patients with metastatic breast cancer and poor prognostic factors: a retrospective analysis.",true
"A Comprehensive Quality Assurance Program for Personnel and Procedures in Radiation Oncology: Value of Voluntary Error Reporting and Checklists.",true
"Treatment of Hepatocellular Carcinoma Combining Sorafenib and Transarterial Locoregional Therapy: State of the Science.",true
"Tuning supramolecular mechanics to guide neuron development.",true
"T2-weighted combined with diffusion-weighted images for evaluating prostatic transition zone tumors at 3 Tesla.",true
"Comparing thirty-day outcomes in prosthetic and autologous breast reconstruction: A multivariate analysis of 13,082 patients?",true
"Can OCT be sensitive to nanoscale structural alterations in biological tissue?",true
"The schlafen family of proteins and their regulation by interferons.",true
"STAT Activation in Malignancies: Roles in Tumor Progression and in the Generation of Antineoplastic Effects of IFNs.",true
"Interferons and their antitumor properties.",true
"What to do when near-term rewards mask long-term consequences. Interview by Paul Terry.",true
"Elder Abuse as a Risk Factor for Hospitalization in Older Persons.",true
"Biological Rationale and Clinical Use of Interferon in the Classical BCR-ABL-Negative Myeloproliferative Neoplasms.",true
"The significance of a Cripto-1 positive subpopulation of human melanoma cells exhibiting stem cell-like characteristics.",true
"Core Competencies for Pain Management: Results of an Interprofessional Consensus Summit.",true
"Th1-Th17 Cells Contribute to the Development of Uropathogenic Escherichia coli-Induced Chronic Pelvic Pain.",true
"Precision Templating with DNA of a Virus-like Particle with Peptide Nanostructures.",true
"The Chromosome 3q25 Genomic Region is associated with Measures of Adiposity in Newborns in a Multi-Ethnic Genome Wide Association Study.",true
"Electrochemical impedance spectrum frequency optimization of bitter taste cell-based sensors.",true
"The Use of Aromatase Inhibitors for Ovulation Induction and Superovulation.",true
"Giant axonal neuropathy-associated gigaxonin mutations impair intermediate filament protein degradation.",true
"ATP11B mediates platinum resistance in ovarian cancer.",true
"Bladder cancer.",true
"A meta-analysis identifies new loci associated with body mass index in individuals of African ancestry.",true
"Haematological cancer: Indolent lymphoma-why not to sprint at the start of a marathon.",true
"Dynamic Transcription Factor Networks in Epithelial-Mesenchymal Transition in Breast Cancer Models.",true
"Laminin-332 and alpha3beta1 Integrin-Supported Migration of Bronchial Epithelial Cells is Modulated by Fibronectin.",true
"The emerging roles of microRNAs in CNS injuries.",true
"The JAK-STAT Transcriptional Regulator, STAT-5, Activates the ATM DNA Damage Pathway to Induce HPV 31 Genome Amplification upon Epithelial Differentiation.",true
"Methylated Nomega-Hydroxy-L-arginine Analogues as Mechanistic Probes for the Second Step of the Nitric Oxide Synthase-Catalyzed Reaction.",true
"CD160Ig Fusion Protein Targets a Novel Costimulatory Pathway and Prolongs Allograft Survival.",true
"The comparative effectiveness of suction-curettage and onabotulinumtoxin-A injections for the treatment of primary focal axillary hyperhidrosis: A randomized control trial.",true
"Montagna symposium 2012: keeping it all together-adhesion, the cytoskeleton, and signaling in morphogenesis and tissue function.",true
"Natural products and transforming growth factor-beta (TGF-beta) signaling in cancer development and progression.",true
"A Tale of Two Citizens: A State Attorney General and a Hematologist Facilitate Translation of Research Into US Food and Drug Administration Actions-A SONAR Report.",true
"ROS-Mediated PARP Activity Undermines Mitochondrial Function After Permeability Transition Pore Opening During Myocardial Ischemia-Reperfusion.",true
"Blockade of canonical Wnt signalling ameliorates experimental dermal fibrosis.",true
"Rescue of platinum-damaged oocytes from programmed cell death through inactivation of the p53 family signaling network.",true
"Intra-voxel incoherent motion MRI in rodent model of diethylnitrosamine-induced liver fibrosis.",true
"Yttrium-90 Radioembolization for Intrahepatic Cholangiocarcinoma: Safety, Response, and Survival Analysis.",true
"Differences in Patients, Surgical Complexity, and Outcomes After Cancer Surgery at National Cancer Institute-designated Cancer Centers Compared to Other Hospitals.",true
"Distinct molecular conformations of the estrogen receptor alpha complex exploited by environmental estrogens.",true
"Emotion assessment using the NIH Toolbox.",false
"Gene-pair expression signatures reveal lineage control.",true
"Prognostic indices for brain metastases--usefulness and challenges.",true
"Motor assessment using the NIH Toolbox.",true
"The nascent polypeptide-associated complex is a key regulator of proteostasis.",true
"Lifestyle-Related Factors, Obesity, and Incident Microalbuminuria: The CARDIA (Coronary Artery Risk Development in Young Adults) Study.",true
"TRPV1 agonist capsaicin attenuates lung ischemia-reperfusion injury in rabbits.",true
"Contrasting roles of E2F2 and E2F3 in endothelial cell growth and ischemic angiogenesis.",true
"MicroRNA-210 Decreases heme Levels by Targeting Ferrochelatase in Cardiomyocytes.",true
"Phase 1/2 Open-label Dose-escalation Study of Plasmid DNA Expressing Two Isoforms of Hepatocyte Growth Factor in Patients With Painful Diabetic Peripheral Neuropathy.",true
"Nitric oxide differentially affects ERK and Akt in type 1 and type 2 diabetic rats.",true
"Mechanism for the endocytosis of spherical nucleic acid nanoparticle conjugates.",true
"The association of whole grain consumption with incident type 2 diabetes: the Women's Health Initiative Observational Study.",true
"Developmental androgen excess programs sympathetic tone and adipose tissue dysfunction and predisposes to a cardiometabolic syndrome in female mice.",true
"Sanpodo controls sensory organ precursor fate by directing Notch trafficking and binding gamma-secretase.",true
"Label-assisted mass spectrometry for the acceleration of reaction discovery and optimization.",true
"A physical sciences network characterization of non-tumorigenic and metastatic cells.",true
"Intake of Small-to-Medium-Chain Saturated Fatty Acids Is Associated with Peripheral Leukocyte Telomere Length in Postmenopausal Women.",true
"Ciprofloxacin resistance in the faecal carriage of patients undergoing transrectal ultrasound-guided prostate biopsy.",true
"NLRP7 and related inflammasome activating pattern recognition receptors and their function in host defense and disease.",true
"Status of Mass Spectrometry-Based Proteomics and Metabolomics in Basic and Translational Research.",true
"The SMC1-SMC3 cohesin heterodimer structures DNA through supercoiling-dependent loop formation.",true
"Challenges With Defining Response to Antitumor Agents in Pediatric Neuro-Oncology: A Report From the Response Assessment in Pediatric Neuro-Oncology (RAPNO) Working Group.",true
"Adiponectin pathway polymorphisms and risk of breast cancer in African Americans and Hispanics in the Women's Health Initiative.",true
"Rats selectively bred for low levels of play-induced 50 kHz vocalizations as a model for Autism Spectrum Disorders: A role for NMDA receptors.",true
"Impact of Dermatologic Adverse Events on Quality of Life in 283 Cancer Patients: A Questionnaire Study in a Dermatology Referral Clinic.",true
"Development and Participant Assessment of a Practical Quality Improvement Educational Initiative for Surgical Residents.",true
"A Vitamin D Receptor/SMAD Genomic Circuit Gates Hepatic Fibrotic Response.",true
"Modulation of light-enhancement to symbiotic algae by light-scattering in corals and evolutionary trends in bleaching.",true
"Inhalable particulate matter and mitochondrial DNA copy number in highly exposed individuals in Beijing, China: a repeated-measure study.",true
"Breast Implant Procedures under Conscious Sedation: A 6-Year Experience in 461 Consecutive Patients.",true
"Xp11.2 Translocation Renal Cell Carcinoma With PSF-TFE3 Rearrangement.",true
"Results of an initiative to charge for previously uncompensated care in an academic primary care practice.",true
"Optimizing ACS NSQIP Modeling for Evaluation of Surgical Quality and Risk: Patient Risk Adjustment, Procedure Mix Adjustment, Shrinkage Adjustment, and Surgical Focus.",true
"Nucleic Acid-Modified Nanostructures as Programmable Atom Equivalents: Forging a New ""Table of Elements""",true
"General Strategy for the Synthesis of Rigid Weak-Link Approach Platinum(II) Complexes: Tweezers, Triple-Layer Complexes, and Macrocycles.",true
"Process and impact as the journal moves forward.",true
"The Adherens Junction: A Mosaic of Cadherin and Nectin Clusters Bundled by Actin Filaments.",true
"eGFP Expression under UCHL1 Promoter Genetically Labels Corticospinal Motor Neurons and a Subpopulation of Degeneration-Resistant Spinal Motor Neurons in an ALS Mouse Model.",true
"Humanizing the mouse: in defense of murine models of critical illness.",true
"EZH2, an epigenetic driver of prostate cancer.",true
"Risk profiles and outcomes of total laparoscopic hysterectomy compared with laparoscopically assisted vaginal hysterectomy.",true
"Increased Quality of Life Among Hepatocellular Carcinoma Patients Treated with Radioembolization, Compared with Chemoembolization.",true
"In regard to yu et Al.",true
"The many facets of PEDF in drug discovery and disease: a diamond in the rough or split personality disorder?",true
"Alcohol Consumption Negates Estrogen-mediated Myocardial Repair in Ovariectomized Mice by Inhibiting Endothelial Progenitor Cell Mobilization and Function.",true
"Proximal Superficial Femoral Artery Occlusion, Collateral Vessels, and Walking Performance in Peripheral Artery Disease.",true
"Structure-Activity Relationship of N,N'-Disubstituted Pyrimidinetriones as CaV1.3 Channel-Selective Antagonists for Parkinson's Disease.",true
"Moving from theory to practice and back in social and health psychology.",true
"A Survivin-Associated Adaptive Response in Radiation Therapy.",true
"Developing quality measures to address overuse.",true
"A short educational intervention measurably benefits keloid-prone individuals' knowledge of prevention and treatment.",true
"Mesenchymal glioma stem cells are maintained by activated glycolytic metabolism involving aldehyde dehydrogenase 1A3.",true
"A P3G generic access agreement for population genomic studies.",true
"Update on fluorescence in situ hybridization in melanoma: state of the art.",true
"Effects of airborne pollutants on mitochondrial DNA Methylation.",true
"Structural Studies of RNase P.",true
"Localized Colon Cancer, Version 3.2013.",true
"Gastric Cancer, Version 2.2013.",true
"Two surgeons, one patient: The impact of surgeon-surgeon familiarity on patient outcomes following mastectomy with immediate reconstruction.",true
"Mutations in Extracellular Matrix Genes NID1 and LAMC1 Cause Autosomal Dominant Dandy-Walker Malformation and Occipital Cephaloceles>",true
"Penile cancer.",true
"Behavioral Intervention Technologies: Evidence review and recommendations for future research in mental health.",true
"Thymomas and thymic carcinomas.",true
"Kinesin-5 Seems to Step to its Own Unique Tune, but Really it's a Cover.",true
"Colloidal Properties and Stability of Graphene Oxide Nanomaterials in the Aquatic Environment.",true
"On the Scalability and Requirements of Whole Protein Mass Spectrometry.",false
"Flow Cytometric Analysis of the Macrophages and Dendritic Cell Subsets in the Mouse Lung.",true
"Understanding patient-provider conversations: what are we talking about?",true
"Molecular and immunohistochemical detection of kaposi sarcoma herpesvirus/human herpesvirus-8.",true
"25 ASMS Sanibel Conference on Top Down Mass Spectrometry.",true
"Comparison of Perioperative Outcomes in Outpatient and Inpatient Laparoscopic Hysterectomy.",true
"X-ray phase-contrast in vivo microtomography probes new aspects of Xenopus gastrulation.",true
"A ROAD to Classification in High Dimensional Space.",true
"Stepwise Evolution of DNA-Programmable Nanoparticle Superlattices.",true
"Molecular Signatures in Skin Associated with Clinical Improvement during Mycophenolate Treatment in Systemic Sclerosis.",true
"FOXC1 Is Enriched in the Mammary Luminal Progenitor Population, but Is Not Necessary for Mouse Mammary Ductal Morphogenesis.",true
"Daily Emotional and Physical Reactivity to Stressors Among Widowed and Married Older Adults.",true
"A general approach to DNA-programmable atom equivalents.",true
"HMGA2 and high-grade serous ovarian carcinoma.",true
"Three-Dimensional Collagen I Promotes Gemcitabine Resistance In Vitro in Pancreatic Cancer Cells through HMGA2-Dependent Histone Acetyltransferase Expression.",true
"Antagonism of L-type Ca channels Ca1.3 and Ca1.2 by 1,4-dihydropyrimidines and 4H-pyrans as dihydropyridine mimics.",true
"Sulindac inhibits pancreatic carcinogenesis in LSL-KrasG12D-LSL-Trp53R172H-Pdx-1-Cre mice via suppressing aldo-keto reductase family 1B10 (AKR1B10).",true
"Immune mediators regulate CFTR expression through a bifunctional airway-selective enhancer.",true
"Could Dysregulation of UPS be a Common Underlying Mechanism for Cancer and Neurodegeneration? Lessons from UCHL1.",true
"Ambient-Processable High-Capacitance Hafnia-Organic Self-Assembled Nanodielectrics.",true
"Comparative effectiveness of nonpurpuragenic 595-nm pulsed dye laser and microsecond 1064-nm neodymium:yttrium-aluminum-garnet laser for treatment of diffuse facial erythema: A double-blind randomized controlled trial.",true
"To Ablate or Not to Ablate?: That Is the Question: Comment on ""Tumor Ablation Outcomes Following Tumor Ablation for Treatment of Bilateral Colorectal Liver Metastases""",true
"Radiological-pathological analysis of WHO,RECIST,EASL,mRECISTand DWI:Imaging analysis from a prospective randomized trial of Y90 +/- sorafenib.",true
"Potentially Preventable Use of Emergency Services: The Role of Low Health Literacy.",true
"Rosuvastatin Enhances Angiogenesis via eNOS-Dependent Mobilization of Endothelial Progenitor Cells.",true
"Expression and Complex Formation of MMP9, MMP2, NGAL, and TIMP1 in Porcine Myocardium but Not in Skeletal Muscles in Male Pigs with Tachycardia-Induced Systolic Heart Failure.",true
"Initial Neurite Outgrowth in Drosophila Neurons Is Driven by Kinesin-Powered Microtubule Sliding.",true
"Emerging recognition and activation mechanisms of receptor tyrosine kinases.",true
"Processing-Independent CRISPR RNAs Limit Natural Transformation in Neisseria meningitidis.",true
"Dual Pten/Tp53 Suppression Promotes Sarcoma Progression by Activating Notch Signaling.",true
"EPR Spectroscopy of MolB2C2-A Reveals Mechanism of Transport for a Bacterial Type II Molybdate Importer.",true
"Top Down Proteomics.",true
"Biologic role of the plasminogen-plasmin system: thrombolysis, bleeding, and beyond.",true
"Identification of Stage I Non-small Cell Lung Cancer Patients at High Risk for Local Recurrence Following Sublobar Resection.",true
"ABCB10 Regulates Early Steps of Heme Synthesis.",true
"HDAC Up-Regulation in Early Colon Field Carcinogenesis Is Involved in Cell Tumorigenicity through Regulation of Chromatin Structure.",true
"Visible-light optical coherence tomography for retinal oximetry.",true
"Perturbation of fetal hematopoiesis in a mouse model of Down syndrome's transient myeloproliferative disorder.",true
"From the Editors' Desk.",true
"Exostoses as a Long Term Sequela After Pediatric Hematopoietic Progenitor Cell Transplantation (HPCT): Potential Causes and Increase Risk of Secondary Malignancies from Ann & Robert H. Lurie Children's Hospital of Chicago.",true
"Diet composition and activity level of at risk and metabolically healthy obese American adults.",true
"Analysis of urinary metabolites for breast cancer patients receiving chemotherapy by CE-MS coupled with on-line concentration.",true
"Idarubicin appears equivalent to dose-intense daunorubicin for remission induction in patients with acute myeloid leukemia.",true
"Characterization of Ciprofloxacin-resistant Escherichia coli Isolates among Men undergoing Evaluation for Transrectal Ultrasound-guided Prostate Biopsy: Prevalence, Clonality, and Mechanisms of Antimicrobial Resistance.",true
"Identification of submicroscopic genetic changes and precise breakpoint mapping in myelofibrosis using high resolution mate-pair sequencing.",true
"Extending the distance range accessed with continuous wave EPR with Gd spin probes at high magnetic fields.",true
"Recurrent Aleukemic Leukemia Cutis in a Patient With Pre-B-Cell Acute Lymphoblastic Leukemia.",true
"Patient-reported outcome measures for sleep disorders and related problems: clinical and research applications.",true
"The Electronic Medical Records and Genomics (eMERGE) Network: past, present, and future.",true
"High resolution MRI of arthritic murine ankle joints discriminates inflammation and bone destruction in a quantifiable manner.",true
"Treatment of early-stage esophageal adenocarcinoma.",true
"Non-Small Cell Lung Cancer, Version 2.2013.",true
"Nitric oxide quenches the fire in heart mitochondria.",true
"Adenovirus E1A Oncogene Induces Re-replication of Cellular DNA and Alters DNA Replication Dynamics.",true
"Bone cancer.",true
"Association of early HIV viremia with mortality after HIV-associated lymphoma.",true
"Incidence and Timing of Cancer in HIV-Infected Individuals Following Initiation of Combination Antiretroviral Therapy.",true
"The Proto-oncometabolite Fumarate Binds Glutathione to Amplify ROS-Dependent Signaling.",true
"Feasibility of dasatinib in children and adolescents with new or recurrent central nervous system germinoma.",true
"Upper Extremity and Mobility Subdomains from the Patient-Reported Outcomes Measurement Information System (PROMIS(R)) Adult Physical Functioning Item Bank.",true
"Regulation of organismal proteostasis by transcellular chaperone signaling.",true
"Oxygen and wound care: A review of current therapeutic modalities and future direction.",true
"Two continuous coupled assays for ornithine-delta-aminotransferase.",true
"Characterization of a large human transgene following invasin-mediated delivery in a bacterial artificial chromosome.",true
"A brain signature for acute pain.",true
"The structural basis of R-spondin recognition by LGR5 and RNF43.",true
"Impaired cardiometabolic responses to glucagon-like peptide 1 in obesity and type 2 diabetes mellitus.",true
"Snail cooperates with KrasG12D to promote pancreatic fibrosis.",true
"Using intensity-modulated radiotherapy to spare the kidney in a patient with seminoma and a solitary kidney: a case report.",true
"Dose-intense etoposide-cyclophosphamide without stem cell transplantation for patients with intermediate and high cytogenetic risk primary refractory and relapsed acute myeloid leukemia.",true
"Calcium Entry and alpha-Synuclein Inclusions Elevate Dendritic Mitochondrial Oxidant Stress in Dopaminergic Neurons.",true
"TGF-beta/Smad3 activates Mammalian Target of Rapamycin Complex-1 and Promotes Collagen Production by Increasing HIF-1alpha Expression.",true
"Hypercapnia Impairs Lung Neutrophil Function and Increases Mortality in Murine Pseudomonas Pneumonia.",true
"Radioembolisation for liver metastases: Results from a prospective 151 patient multi-institutional phase II study.",true
"Measuring Enfranchisement: Importance and Control of Participation by People with Disabilities.",true
"Are informed consent forms for organ transplantation and donation too difficult to read?",true
"Environmental and occupational exposure to chemicals and telomere length in human studies.",true
"Lifetime Pesticide Use and Telomere Shortening among Male Pesticide Applicators in the Agricultural Health Study.",true
"The differential effect of BMI on prosthetic versus autogenous breast reconstruction: A multivariate analysis of 12,986 patients.",true
"PROMIS Pediatric Peer Relationships Scale: Development of a Peer Relationships Item Bank as Part of Social Health Measurement.",true
"Huntington's disease: underlying molecular mechanisms and emerging concepts.",true
"Administration of ATRA to newly diagnosed patients with acute promyelocytic leukemia is delayed contributing to early hemorrhagic death.",true
"Biochemical and biological characterization of exosomes containing prominin-1/CD133.",true
"MicroRNA Profiling of Sendai Virus Infected A549 Cells Identifies miR-203 as an Interferon-inducible Regulator of IFIT1/ISG56.",true
"Centrifugal Shape Sorting and Optical Response of Polyhedral Gold Nanoparticles.",true
"Outcomes of Atypical Spitz Tumors With Chromosomal Copy Number Aberrations and Conventional Melanomas in Children.",true
"Using Anti-Ubiquitin Antibodies to Probe the Ubiquitination State Within rhTRIM5alpha Cytoplasmic Bodies.",true
"Microsomal epoxide hydrolase (EPHX1) polymorphisms are associated with aberrant promoter methylation of ERCC3 and hematotoxicity in benzene-exposed workers.",true
"ALS Untangled No. 20: the Deanna protocol.",true
"Predicting transition to chronic pain.",true
"Tubulogenesis.",true
"Prostate cancer: The growing evidence supporting mid-life PSA testing.",true
"The good and the bad of antibiotics.",true
"Essential role for the Mnk-pathway in the inhibitory effects of Type I interferons on myeloproliferative neoplasm (MPN) precursors.",true
"Home-based walking exercise intervention in peripheral artery disease: a randomized clinical trial.",true
"Phage Display to Identify Nedd8-Mimicking Peptides as Inhibitors of the Nedd8 Transfer Cascade.",true
"Deadly H7N9 Influenza Virus: A Pandemic in the Making or a Warning Lesson?",true
"Determinants of the Heightened Activity of Glucocorticoid Receptor Translational Isoforms.",true
"Acute Kidney Injury and Bisphosphonate Use in Cancer: A Report From the Research on Adverse Drug Events and Reports (RADAR) Project.",true
"Stromal derived growth factor-1 (CXCL12) modulates synaptic transmission to immature neurons during post-ischemic cerebral repair.",true
"Dynamically Interchangeable Nanoparticle Superlattices Through the Use of Nucleic Acid-Based Allosteric Effectors.",true
"A computational future for preventing HIV in minority communities: how advanced technology can improve implementation of effective programs.",true
"CXCR4 signaling regulates radial glial morphology and cell fate during embryonic spinal cord development.",true
"Effect of Cancer Surgery Complexity on Short-Term Outcomes, Risk Predictions, and Hospital Comparisons.",true
"Vapor-Phase Metalation by Atomic Layer Deposition in a Metal-Organic Framework.",true
"Phosphorylation of serine 4642 in the COOH-extremity of plectin by MNK2 and PKA modulates its interaction with intermediate filaments.",true
"The amphipathic helix of influenza A virus M2 protein is required for filamentous bud formation and scission of filamentous and spherical particles.",true
"Heat shock response activation exacerbates inclusion body formation in a cellular model of Huntington's disease.",true
"The Many Spaces of uPAR: Delivery of Theranostic Agents and Nanobins to Multiple Tumor Compartments through a Single Target.",true
"A phase I trial of aminolevulinic acid-photodynamic therapy for treatment of oral leukoplakia.",true
"Breast Cancer, Version 3.2013.",true
"Acetylation of the Response Regulator RcsB Controls Transcription from a Small RNA Promoter.",true
"A Comparison of Discharge Functional Status after Rehabilitation in Skilled Nursing, Home Health, and Medical Rehabilitation Settings for Patients Following Hip Fracture Repair.",true
"Evolutionary age of repetitive element subfamilies and sensitivity of DNA methylation to airborne pollutants.",true
"Ribosome-associated chaperones act as proteostasis sentinels.",true
"An Opportunity to Ensure High-Quality Melanoma Care Through the Use of a Preoperative Treatment Algorithm.",true
"Walljet electrochemistry: quantifying molecular transport through metallopolymeric and zirconium phosphonate assembled porphyrin square thin films.",true
"A cantilever-free approach to dot-matrix nanoprinting.",true
"Re: Early detection of prostate cancer: AUA guideline: H. B. Carter, P. C. Albertsen, M. J. Barry, R. Etzioni, S. J. Freedland, K. L. Greene, L. Holmberg, P. Kantoff, B. R. Konety, M. H. Murad, D. F. Penson and A. L. ZietmanJ Urol 2013; 190:",true
"The opportunities and challenges of implementing genomics-informed personalized medicine.",true
"Topical bexarotene for psoralen plus ultraviolet A-induced photodamage.",true
"Desktop nanofabrication with massively multiplexed beam pen lithography.",true
"Mobile Health Technology Evaluation: The mHealth Evidence Workshop.",true
"A phase 3 tRial comparing capecitabinE in combination with SorafenIb or pLacebo for treatment of locally advanced or metastatIc HER2-Negative breast CancEr (the RESILIENCE study): study protocol for a randomized controlled trial.",true
"Plakophilin 2 Affects Cell Migration by Modulating Focal Adhesion Dynamics and Integrin Protein Expression.",true
"Diabetes changes expression of genes related to glutamate neurotransmission and transport in the Long-Evans rat retina.",true
"CaMKII Is Essential for the Proasthmatic Effects of Oxidation.",true
"Asbestos-induced Alveolar Epithelial Cell Apoptosis: Role of Endoplasmic Reticulum Stress Response.",true
"Adult Stature and Risk of Cancer at Different Anatomic Sites in a Cohort of Postmenopausal Women.",true
"Changes in parasympathetic system in medulla oblongata in male pigs in the course of tachycardia-induced cardiomyopathy.",true
"Regulation of nucleotide excision repair by nuclear lamin b1.",true
"Desmosome assembly and dynamics.",true
"Distance-Independent Charge Recombination Kinetics in Cytochrome c-Cytochrome c Peroxidase Complexes: Compensating Changes in the Electronic Coupling and Reorganization Energies.",true
"Epoxyeicosanoids promote organ and tissue regeneration.",true
"Structural biology: RNA exerts self-control.",true
"Is adrenalectomy necessary during unilateral nephrectomy for Wilms Tumor? A report from the Children's Oncology Group.",true
"Matrix metalloproteinase (MMP)-1 induces lung alveolar epithelial cell migration and proliferation, protects from apoptosis and represses mitochondrial oxygen consumption.",true
"Hexokinase 2 Is Required for Tumor Initiation and Maintenance and Its Systemic Deletion Is Therapeutic in Mouse Models of Cancer.",true
"Effect of Recombinant Human Deoxyribonuclease on Oropharyngeal Secretions in Patients With Head-and-Neck Cancers Treated With Radiochemotherapy.",true
"Sun Protection Preferences and Behaviors among Young Adult Males during Maximum Ultraviolet Radiation Exposure Activities.",true
"Stem cell transplantation for follicular lymphoma relapsed/refractory after prior rituximab: A comprehensive analysis from the NCCN lymphoma outcomes project.",true
"Neue medikamente in der onkologie: nutzen, risiken und herausforderungen.",true
"Increased Fanconi C expression contributes to the emergency granulopoiesis response.",true
"A phase I/II trial of Bortezomib combined concurrently with Gemcitabine for relapsed or refractory DLBCL and peripheral T-cell lymphomas.",true
"New paradigms for functional HIV-specific nonneutralizing antibodies.",true
"PSA enzymatic activity: A new biomarker for assessing prostate cancer aggressiveness.",true
"The GEF Bcr activates RhoA/MAL signaling to promote keratinocyte differentiation via desmoglein-1.",true
"Pleiotropic effects of genetic risk variants for other cancers on colorectal cancer risk: PAGE, GECCO and CCFR consortia.",true
"Impact of low-density lipoprotein cholesterol on cardiovascular outcomes in people with type 2 diabetes: A meta-analysis of prospective cohort studies.",true
"Profiling the cross reactivity of ubiquitin with the nedd8 activating enzyme by phage display.",true
"Ponatinib - a step forward in overcoming resistance in chronic myeloid leukemia.",true
"Photoinduced electron transfer from PbS quantum dots to cobalt(III) Schiff base complexes: light activation of a protein inhibitor.",true
"Efficiency of colorectal cancer care among veterans: analysis of treatment wait times at veterans affairs medical centers.",true
"Colonoscopy is high yield in spinal cord injury.",true
"Ligand-Activated Peroxisome Proliferator-Activated Receptor beta/delta Modulates Human Endometrial Cancer Cell Survival.",true
"Head and Neck Cancers, Version 2.2013.",true
"First-passage properties of molecular spiders.",true
"Adult cancer pain.",true
"Med1 Subunit of the Mediator Complex Induces Liver Cell Proliferation and is Phosphorylated by AMP Kinase.",true
"When less is more: novel mechanisms of iron conservation.",true
"Development and Initial Validation of the NCCN/FACT Symptom Index for Advanced Kidney Cancer.",true
"Onset of rosette formation during spontaneous neural differentiation of hESC and hiPSC colonies.",true
